rating_phase1,videoID,emotionName,durationBlackScreen_phase1,rating_phase2,durationBlackScreen_phase2,average_rating,variance_rating,subject_id
4.82,1191,joy,2600,3.71,900,4.265000000000001,0.7848885271170679,4G1tK8qkj0PHUfED8hXzqbo49BC2
1.1,1281,joy,900,2.57,2600,1.835,1.0394469683442247,4G1tK8qkj0PHUfED8hXzqbo49BC2
2.21,1848,joy,900,1.77,2600,1.99,0.31112698372208086,4G1tK8qkj0PHUfED8hXzqbo49BC2
6.49,1492,anxiety,2600,5.13,900,5.8100000000000005,0.9616652224137049,4G1tK8qkj0PHUfED8hXzqbo49BC2
2.95,1777,anxiety,2600,3.56,900,3.255,0.4313351365237939,4G1tK8qkj0PHUfED8hXzqbo49BC2
4.82,0730,anxiety,900,5.09,2600,4.955,0.19091883092036754,4G1tK8qkj0PHUfED8hXzqbo49BC2
3.51,1698,joy,900,3.16,2600,3.335,0.24748737341529137,4G1tK8qkj0PHUfED8hXzqbo49BC2
5.69,0083,joy,2600,5.76,900,5.725,0.049497474683057895,4G1tK8qkj0PHUfED8hXzqbo49BC2
3.0,0046,anxiety,900,2.98,2600,2.99,0.014142135623730963,4G1tK8qkj0PHUfED8hXzqbo49BC2
4.08,0190,anxiety,2600,4.66,900,4.37,0.4101219330881976,4G1tK8qkj0PHUfED8hXzqbo49BC2
1.92,0844,joy,900,2.24,2600,2.08,0.2262741699796954,4G1tK8qkj0PHUfED8hXzqbo49BC2
5.65,1661,joy,900,4.7,2600,5.175000000000001,0.6717514421272203,4G1tK8qkj0PHUfED8hXzqbo49BC2
5.58,0722,anxiety,2600,4.66,900,5.12,0.6505382386916236,4G1tK8qkj0PHUfED8hXzqbo49BC2
3.5,0452,joy,900,5.58,2600,4.54,1.470782104868019,4G1tK8qkj0PHUfED8hXzqbo49BC2
5.23,1642,anxiety,900,5.43,2600,5.33,0.141421356237309,4G1tK8qkj0PHUfED8hXzqbo49BC2
3.03,2060,joy,2600,3.03,900,3.03,0.0,4G1tK8qkj0PHUfED8hXzqbo49BC2
5.07,2121,anxiety,900,5.35,2600,5.21,0.19798989873223286,4G1tK8qkj0PHUfED8hXzqbo49BC2
